environment,seed,team,relay_count,map_mode,command_mode,stress,n_agents,n_payload,max_steps,success_time,alive_final,reached_final,payload_reached,attrition_rate,exposure_per_agent_step,early_exposure_per_agent_step,recovery_time,mean_effective_map_delay,early_map_mse,mean_consensus,safe_exposure_cut,safe_exposure_scale,reached_fraction,alive_fraction,payload_fraction,time_efficiency,exposure_safety,recovery_safety,strict_success,operational_score,safe_delivery_success,degraded_outcome
grid_world,70655833,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,9,2,0.0,0.19318549342858354,0.1313661355314368,11,6.0,0.0021396395887059946,0.47080454621336815,0.17,0.25,0.75,1.0,1.0,0.725,0.22725802628566583,0.44999999999999996,1,73.28161236799933,0,1
grid_world,477493557,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,34,12,12,2,0.0,0.19315690776118005,0.13520983543282605,10,6.0,0.0007748078463520465,0.46725042093623687,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.2273723689552798,0.5,1,79.6498798320406,0,1
grid_world,2078316883,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,11,10,2,0.08333333333333333,0.18068722327901363,0.11714554975922717,8,6.0,0.0005286295216157277,0.45876637995211716,0.17,0.25,0.8333333333333334,0.9166666666666666,1.0,0.725,0.2772511068839455,0.6,1,75.98151549637524,0,1
grid_world,1469159035,no_relay_hetero,0,delayed,crowd_vector,degraded,12,2,120,33,12,9,1,0.0,0.21907230042406875,0.14896916428836676,14,6.0,0.002112766954393159,0.454166739597214,0.17,0.25,0.75,1.0,0.5,0.725,0.123710798303725,0.30000000000000004,1,61.33195117625216,0,1
grid_world,938109996,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,34,12,12,2,0.0,0.18905027890165466,0.13233519523115825,9,12.0,0.002656418960116679,0.4435769090414371,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.24379888439338138,0.55,1,80.37985104817402,0,1
grid_world,134876108,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,35,11,11,2,0.08333333333333333,0.24165808447930004,0.16835513218724568,11,12.0,0.004719072803894519,0.44899284287003405,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7083333333333333,0.03336766208279984,0.44999999999999996,1,72.80048060249253,0,1
grid_world,2060981847,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,33,12,10,2,0.0,0.22261227713291867,0.1513763484503847,15,12.0,0.009094975050174531,0.45101439615684796,0.17,0.25,0.8333333333333334,1.0,1.0,0.725,0.1095508914683253,0.25,1,71.63371248055657,0,1
grid_world,324080000,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,35,11,10,1,0.08333333333333333,0.21005753862292886,0.14563989344523068,10,12.0,0.0016651292696124684,0.42163282374823674,0.17,0.25,0.8333333333333334,0.9166666666666666,0.5,0.7083333333333333,0.15976984550828455,0.5,1,64.07011117044932,0,1
grid_world,2211719597,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,33,12,11,2,0.0,0.2548282220261992,0.17328319097781544,12,12.0,0.0059713044957468995,0.43868277076168727,0.17,0.25,0.9166666666666666,1.0,1.0,0.725,0.0,0.4,1,73.6,0,1
grid_world,2247355601,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,34,12,12,2,0.0,0.17179767577600383,0.12025837304320267,8,12.0,0.0017246903554991478,0.44357690904143715,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.3128092968959847,0.6,1,81.84599682321046,0,1
grid_world,2432975265,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,35,11,11,2,0.08333333333333333,0.208203466362971,0.14435440334499322,10,12.0,0.004894939888601604,0.4173076066816727,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7083333333333333,0.16718613454811604,0.5,1,75.17393921700696,0,1
grid_world,1329336717,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,33,12,9,2,0.0,0.17970029832688028,0.12219620286227859,8,12.0,0.004680291796584518,0.45446019873112375,0.17,0.25,0.75,1.0,1.0,0.725,0.2811988066924789,0.6,1,75.53678329369471,0,1
grid_world,2964730094,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,34,12,12,2,0.0,0.16216515452184685,0.11351560816529278,9,12.0,0.0025617372444811455,0.4516581293978548,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.3513393819126126,0.55,1,81.88541801344324,1,0
grid_world,1065332792,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,34,11,11,2,0.08333333333333333,0.26230460665790084,0.17792995818294274,12,12.0,0.004232440765689367,0.44300675986698385,0.17,0.25,0.9166666666666666,0.9166666666666666,1.0,0.7166666666666667,0.0,0.4,1,71.96666666666667,0,1
grid_world,3425124260,no_relay_hetero,0,delayed,crowd_vector,severe,12,2,120,34,12,12,2,0.0,0.15571995487687373,0.10900396841381162,7,12.0,0.003922808636509667,0.4555562022824503,0.17,0.25,1.0,1.0,1.0,0.7166666666666667,0.37712018049250506,0.65,1,83.24634919356173,1,0
