stress,team,map_mode,command_mode,n,safe_delivery,operational_score,degraded,exposure,attrition,map_mse,false_safe,effective_delay,consensus
severe,relay_rich,delayed,consensus_gated,12,0.3333333333333333,74.33146107135993,0.8333333333333334,0.12366301914317994,0.09027777777777775,0.001139383355524725,0.0,8.652294578253544,0.5530042083814494
severe,relay_rich,delayed,crowd_vector,12,0.25,77.90674470351338,0.75,0.10669295360087416,0.0972222222222222,0.0009750794229050835,0.0,9.366379310344827,0.5524943625026807
severe,relay_rich,delayed,stale_hold,12,0.3333333333333333,73.89947482944733,0.75,0.13117888760074822,0.06249999999999997,0.0015757910818265167,0.0,8.67280701754386,0.5599485413156242
severe,relay_rich,no_shared,autonomous,12,0.08333333333333333,72.25824019537164,0.9166666666666666,0.11861522021029748,0.10416666666666663,0.03312876490327024,0.07816613100704005,9.972765438426487,0.0
severe,relay_rich,no_shared,consensus_gated,12,0.25,73.46388592769878,0.75,0.11023285076579149,0.0972222222222222,0.032031815282070476,0.06473350933578202,9.699491365923738,0.5333730229538214
severe,relay_rich,no_shared,crowd_vector,12,0.5,75.26752551311762,0.8333333333333334,0.12805793241291358,0.05555555555555553,0.034689786577842656,0.08000363483318024,8.954274521692005,0.5493522726477447
severe,relay_rich,no_shared,stale_hold,12,0.16666666666666666,76.10099908509365,0.8333333333333334,0.11322900908609458,0.0833333333333333,0.031842934321194394,0.07474364860728493,8.80975120797939,0.5390741056633579
severe,relay_rich,perfect,autonomous,12,0.3333333333333333,71.01924249945827,0.8333333333333334,0.12222539564343349,0.07638888888888887,0.0,0.0,9.2953216374269,0.0
severe,relay_rich,perfect,consensus_gated,12,0.25,72.67500340564438,0.75,0.11615470838749302,0.0972222222222222,0.0,0.0,8.953911358856912,0.5397065424213034
severe,relay_rich,perfect,crowd_vector,12,0.4166666666666667,74.87274731783887,0.75,0.11720867971438391,0.06249999999999998,0.0,0.0,8.275375939849624,0.5558237601240222
severe,relay_rich,perfect,stale_hold,12,0.3333333333333333,75.69152441816314,0.6666666666666666,0.11311599194738335,0.09027777777777775,0.0,0.0,9.23208719490134,0.5445679045081646
severe,relay_rich,scout_belief,autonomous,12,0.16666666666666666,71.59265196189592,0.9166666666666666,0.11798716229189997,0.12499999999999996,0.0030402886927903337,0.0,10.19070185041147,0.0
severe,relay_rich,scout_belief,consensus_gated,12,0.25,74.30803609763855,0.8333333333333334,0.12222689306885433,0.07638888888888885,0.0039271900399206255,0.0,9.13982973168891,0.5620216608730045
severe,relay_rich,scout_belief,crowd_vector,12,0.16666666666666666,71.96625817590906,0.8333333333333334,0.13340324453730193,0.11805555555555552,0.004995142276833225,0.0,9.026783059343273,0.563015084202358
